year,month,appraiser,estimator,lawyer,auditor,actuary,all,official,avg_rate,appraiser_usd,estimator_usd,lawyer_usd,auditor_usd,actuary_usd,price_index,appraiser_real,estimator_real,lawyer_real,auditor_real,actuary_real,oil_price,appraiser_barrels,estimator_barrels,lawyer_barrels,auditor_barrels,actuary_barrels,appraiser_real_smoothed,estimator_real_smoothed,lawyer_real_smoothed,auditor_real_smoothed,actuary_real_smoothed,appraiser_barrels_smoothed,estimator_barrels_smoothed,lawyer_barrels_smoothed,auditor_barrels_smoothed,actuary_barrels_smoothed
2023,5,46894,68376,67923,51950,257000,59340,72851,79.2125947368421,592.0018168296336,863.1960640496231,857.4772765069988,655.8300504179525,3244.4335506720654,,,,,,,53.6,11.04481001547824,16.104404180030283,15.997710382593262,12.23563526899165,60.53047669164301,,,,,,9.196781150143623,13.652404620864697,14.208766479453008,10.833737037831064,50.62276705577398
2023,6,48169,72319,148931,48529,257000,63272,76604,83.31933333333333,578.1251250210036,867.9738196016931,1787.472295345618,582.4458509029517,3084.5181990574415,,,,,,,57.47,10.059598486532165,15.103076728757493,31.102702198462122,10.13478077088832,53.671797443143234,,,,,,9.068795294649707,13.493964677644051,13.965511906224382,10.704075936816972,49.293926136022264
2023,7,44616,72911,149857,56008,257000,65944,71419,90.47404761904761,493.1358900605541,805.8775076251807,1656.3534399498938,619.0504511948968,2840.5935930061505,,,,,,,70.23,7.021727040588838,11.474832801155925,23.58469941549044,8.814615565924774,40.447011149169164,,,,,,8.941780087115287,13.330756374665286,13.730127604601373,10.567614806589283,47.96320809134394
2023,8,46418,74330,57710,59490,257000,68787,69439,95.28534782608696,487.14730080768834,780.0779626230229,605.6545032015963,624.3352347160451,2697.1617973108687,,,,,,,71.12,6.84965271101924,10.968475289975013,8.515951957277787,8.778616911080498,37.924097262526274,,,,,,8.810710784682014,13.161030479403635,13.494102004151294,10.422793521323754,46.60529907230214
2023,9,52237,81084,64809,61705,257000,70651,70922,96.62225909090908,540.6311184553418,839.1855123539434,670.7460642068314,638.620961469588,2659.8425913245947,,,,,,,82.02,6.591454748297267,10.231474181345323,8.17783545728885,7.786161441960352,32.42919521244324,,,,,,8.675294426291911,12.985953331749538,13.255019343233847,10.271447377344018,45.22013349933343
2023,10,55677,81888,119812,63433,257000,72156,73830,97.12228095238095,573.2670140572422,843.1432952048324,1233.6201212031235,653.1251055677038,2646.148725913955,,,,,,,75.8,7.562889367509793,11.123262469720745,16.27467178368237,8.616426194824589,34.90961379833713,,,,,,8.536659163166933,12.80755155895779,13.01343593187176,10.116134250625691,43.8151310497685
2023,11,50459,76548,132605,61620,257000,71829,73383,90.41279047619048,558.0958151411994,846.650121037447,1466.6619545928131,681.5407385996692,2842.5181729976466,,,,,,,64.6,8.639254104352933,13.106039025347478,22.70374542713333,10.550166232193023,44.00182930336915,,,,,,8.39629930377567,12.62795583769429,12.770587765658329,9.959420654621558,42.39973723225466
2023,12,51203,77748,67137,63502,257000,73607,103815,90.81718636363637,563.8029766192132,856.0934676911623,739.2543491843079,699.2288854417372,2829.8608478241076,,,,,,,59.7,9.443935956770739,14.339924081929016,12.382819919335141,11.712376640565113,47.401354234909675,,,,,,8.255646511466532,12.449071773063165,12.526879032142048,9.80351586673454,40.98322122513015
2024,1,51164,83264,79697,65250,257000,69710,75034,88.6802875,576.9489639960854,938.923433237629,898.7002889452742,735.7892248601471,2898.051046575599,,,,,,,72.21,7.989876249772682,13.002678759695735,12.44564864901363,10.189575195404338,40.133652493776474,,,,,,8.115728480160275,12.272113517989823,12.282555862471828,9.649837944274248,39.572251144153604
2024,2,53255,83786,83023,63115,257000,68648,78432,91.518255,581.9057629540686,915.5113370551045,907.1742025675643,689.6438311678911,2808.1829138896933,,,,,,,74.59,7.80139111079325,12.273915230662347,12.162142412757262,9.24579476026131,37.648249281266835,,,,,,7.97710730818857,12.097524251445552,12.037886709150559,9.498990005599001,38.170523345574054
2024,3,55460,80341,81227,64900,257000,68377,87740,91.73163333333333,604.5896926142163,875.8265505647089,885.4851597903886,707.4985764634446,2801.6507573359827,,,,,,,77.43,7.808209900738942,11.311204320866704,11.435944204964336,9.137266905120038,36.18301378452773,,,,,,7.840215907951398,11.925322748070137,11.793058579611571,9.351183057883823,36.78047685142752
2024,4,55576,81785,76286,65830,257000,70229,87740,92.95856666666667,597.8577552651593,879.8005706485004,820.6451834993153,708.1649638172132,2764.672576348531,,,,,,,79.53,7.517386587013194,11.062499316591229,10.31868708033843,8.904375252322561,34.762637700849126,,,,,,7.7054460926404005,11.755418564691073,11.548209237323329,9.206564506174159,35.404075007723854
2024,5,56274,82843,82051,65497,257000,71589,87740,90.60715263157894,621.0767954359825,914.3097161087376,905.5686843358887,722.8678762958124,2836.420663664348,,,,,,,71.48,8.688819186289626,12.791126414503882,12.668840015891,10.112869002459602,39.68131874180677,,,,,,7.573135302145868,11.587901632448316,11.303643922947797,9.065294003182995,34.043009275255955
